Emissao_CO2,Classificacao_Emissao,Consumo,Classificacao_consumo,Tipo_edificio,Estado_edificio,Ano_construcao,Superficie_m2,Municipio,Provincia,Classificacao
48.92,E,238.27,E,Vivienda individual,Existente,1969,70,HUESCA,HUESCA,EE
17.34,C,80.94,D,Vivienda individual,Existente,2006,70,HUESCA,HUESCA,CD
31.04,D,147.21,E,Vivienda individual,Existente,2008,54.03,HUESCA,HUESCA,DE
90.63,F,364.49,F,Local,Existente,1952,68,HUESCA,HUESCA,FF
49.3,E,189.76,E,Vivienda individual,Existente,1963,52,HUESCA,HUESCA,EE
53.33,E,201.42,E,Vivienda individual,Existente,1978,77.79,HUESCA,HUESCA,EE
49.87,E,200.57,E,Vivienda individual,Existente,1993,58.65,HUESCA,HUESCA,EE
52.18,E,257.11,E,Vivienda individual,Existente,1970,60.61,HUESCA,HUESCA,EE
52.01,E,257.01,E,Vivienda individual,Existente,1985,99,HUESCA,HUESCA,EE
73.58,E,283.35,E,Vivienda individual,Existente,1971,77.35,HUESCA,HUESCA,EE
60.48,E,298.96,E,Vivienda individual,Existente,1987,100,HUESCA,HUESCA,EE
104.89,G,407,G,Vivienda individual,Existente,1940,51,HUESCA,HUESCA,GG
64.25,E,315.18,E,Vivienda individual,Existente,1971,53.21,HUESCA,HUESCA,EE
71.52,E,353.61,F,Vivienda individual,Existente,1968,58.55,HUESCA,HUESCA,EF
18.42,C,88.49,C,Vivienda individual,Existente,2007,50.95,HUESCA,HUESCA,CC
48.39,D,232.39,E,Edificio completo,Existente,1903,3414.6,HUESCA,HUESCA,DE
44.36,E,216.19,E,Vivienda individual,Existente,1970,55.85,HUESCA,HUESCA,EE
30.76,D,148.75,E,Vivienda individual,Existente,1971,80,HUESCA,HUESCA,DE
72.78,E,274.4,E,Vivienda individual,Existente,1973,76.9,HUESCA,HUESCA,EE
48.11,E,227.37,E,Vivienda individual,Existente,2008,61.6,HUESCA,HUESCA,EE
50.69,E,220.78,E,Vivienda individual,Existente,2010,88,HUESCA,HUESCA,EE
17.52,C,85.52,C,Vivienda individual,Existente,2009,64,HUESCA,HUESCA,CC
26.05,D,127.53,D,Vivienda individual,Existente,1973,168,HUESCA,HUESCA,DD
29.11,D,139.64,E,Vivienda individual,Existente,2010,49,HUESCA,HUESCA,DE
63.08,E,238.55,E,Vivienda individual,Existente,1978,102,HUESCA,HUESCA,EE
99.03,G,396.89,G,Vivienda individual,Existente,1993,58,HUESCA,HUESCA,GG
57.1,E,278.11,E,Vivienda individual,Existente,2002,38,HUESCA,HUESCA,EE
74.9,E,284.17,E,Local,Existente,1966,59.75,HUESCA,HUESCA,EE
70.22,E,272.43,E,Local,Existente,1981,38.52,HUESCA,HUESCA,EE
32.18,E,151.69,E,Vivienda individual,Existente,2006,50.85,HUESCA,HUESCA,EE
60.12,D,230.43,E,Local,Existente,1981,32.28,HUESCA,HUESCA,DE
96.1,E,386.48,E,Local,Existente,1990,114.27,HUESCA,HUESCA,EE
149.5,G,601.21,G,Vivienda individual,Existente,1888,52,HUESCA,HUESCA,GG
66.98,E,252.61,E,Vivienda individual,Existente,1981,107,HUESCA,HUESCA,EE
29.26,D,140.97,E,Vivienda individual,Existente,2004,75.98,HUESCA,HUESCA,DE
207.38,G,834,G,Vivienda individual,Existente,1968,51.35,HUESCA,HUESCA,GG
42.94,E,207.14,E,Vivienda individual,Existente,1995,98.26,HUESCA,HUESCA,EE
29.97,D,142.16,E,Vivienda individual,Existente,2007,75,HUESCA,HUESCA,DE
161.2,G,648.28,G,Local,Existente,2007,36,HUESCA,HUESCA,GG
31.8,E,120.02,D,Vivienda individual,Existente,2001,110,HUESCA,HUESCA,ED
81.24,F,0,G,Vivienda individual,Existente,1980,89.78,HUESCA,HUESCA,FG
49.74,E,188.81,E,Local,Existente,1888,190,HUESCA,HUESCA,EE
29.93,D,142.62,E,Vivienda individual,Existente,1992,87,HUESCA,HUESCA,DE
42.95,E,208.75,E,Vivienda individual,Existente,1997,60,HUESCA,HUESCA,EE
45.23,E,214.31,E,Vivienda individual,Existente,2001,38,HUESCA,HUESCA,EE
38.61,E,188.32,E,Vivienda individual,Existente,2003,61,HUESCA,HUESCA,EE
38.06,E,183.99,E,Vivienda individual,Existente,2007,57.74,HUESCA,HUESCA,EE
80.83,F,378.46,F,Vivienda individual,Existente,1950,72.17,HUESCA,HUESCA,FF
70.8,E,350.02,F,Vivienda individual,Existente,1900,55.04,HUESCA,HUESCA,EF
22.82,D,110.71,D,Vivienda individual,Existente,2010,71.12,HUESCA,HUESCA,DD
36.88,E,177.12,E,Vivienda individual,Existente,1997,112,HUESCA,HUESCA,EE
59.55,E,292.64,E,Vivienda individual,Existente,1900,42.08,HUESCA,HUESCA,EE
152.8,G,614.51,G,Vivienda individual,Existente,1900,33.62,HUESCA,HUESCA,GG
69.97,E,343.14,F,Vivienda individual,Existente,1981,66.46,HUESCA,HUESCA,EF
58.77,E,289.38,E,Vivienda individual,Existente,1969,73.75,HUESCA,HUESCA,EE
49.29,E,240.7,E,Vivienda individual,Existente,2001,68,HUESCA,HUESCA,EE
46.09,E,225.03,E,Vivienda individual,Existente,2006,100,HUESCA,HUESCA,EE
26.59,D,127.57,D,Vivienda individual,Existente,1955,75,HUESCA,HUESCA,DD
58.71,E,290.19,E,Unifamiliar,Existente,1954,100.8,HUESCA,HUESCA,EE
30.87,D,147.93,E,Vivienda individual,Existente,2008,61.88,HUESCA,HUESCA,DE
69.59,B,279.42,B,Local,Existente,1970,98.17,HUESCA,HUESCA,BB
40.13,E,187.95,E,Vivienda individual,Existente,2001,43.95,HUESCA,HUESCA,EE
70,E,270.03,E,Vivienda individual,Existente,1963,45.22,HUESCA,HUESCA,EE
261.62,G,1052.11,G,Vivienda individual,Existente,1950,70,HUESCA,HUESCA,GG
58.02,E,284.49,E,Vivienda individual,Existente,1953,70.6,HUESCA,HUESCA,EE
45.25,E,221.39,E,Vivienda individual,Existente,1970,63.23,HUESCA,HUESCA,EE
69.09,E,341.56,F,Vivienda individual,Existente,1971,67.68,HUESCA,HUESCA,EF
57.92,E,282.35,E,Vivienda individual,Existente,1996,57,HUESCA,HUESCA,EE
44.23,E,208.23,E,Vivienda individual,Existente,1998,70.25,HUESCA,HUESCA,EE
31.89,E,154.47,E,Vivienda individual,Existente,2008,46,HUESCA,HUESCA,EE
71.45,E,351.39,E,Unifamiliar,Existente,1955,51.56,HUESCA,HUESCA,EE
30.28,D,145.78,E,Vivienda individual,Existente,1993,123.13,HUESCA,HUESCA,DE
41.72,E,202.33,E,Vivienda individual,Existente,1994,74.14,HUESCA,HUESCA,EE
16.6,C,80,C,Bloque completo,Proyecto Nueva Construcción,2014,606,HUESCA,HUESCA,CC
72.77,E,359.82,F,Vivienda individual,Existente,1974,96,HUESCA,HUESCA,EF
36,E,174,E,Vivienda individual,Existente,2001,42,HUESCA,HUESCA,EE
56.09,E,212.66,E,Vivienda individual,Existente,1962,153.52,HUESCA,HUESCA,EE
52.51,E,198.7,E,Vivienda individual,Existente,1976,112,HUESCA,HUESCA,EE
41.89,E,204.71,E,Vivienda individual,Existente,1997,35.4,HUESCA,HUESCA,EE
105.98,E,426.21,F,Local,Existente,1983,70,HUESCA,HUESCA,EF
20.6,D,99.46,D,Vivienda individual,Existente,2008,113,HUESCA,HUESCA,DD
25.06,D,120.2,D,Vivienda individual,Existente,2004,80,HUESCA,HUESCA,DD
56.51,F,224.32,F,Local,Existente,1991,62,HUESCA,HUESCA,FF
62.78,D,284.45,D,Local,Existente,1961,81.92,HUESCA,HUESCA,DD
32,E,150,E,Vivienda individual,Existente,2000,32,HUESCA,HUESCA,EE
62.38,E,238.75,E,Vivienda individual,Existente,1970,57.39,HUESCA,HUESCA,EE
64.47,E,318.72,E,Unifamiliar,Existente,1970,55.8,HUESCA,HUESCA,EE
77.21,E,380.98,F,Vivienda individual,Existente,1980,76.86,HUESCA,HUESCA,EF
57.6,E,284.72,E,Vivienda individual,Existente,1992,82.23,HUESCA,HUESCA,EE
78.13,E,384.5,F,Vivienda individual,Existente,1968,57,HUESCA,HUESCA,EF
56.42,E,278.86,E,Vivienda individual,Existente,1972,81,HUESCA,HUESCA,EE
88.36,F,355.36,F,Vivienda individual,Existente,1988,30.38,HUESCA,HUESCA,FF
114.73,G,461.03,G,Vivienda individual,Existente,1987,82.92,HUESCA,HUESCA,GG
47.12,E,229.14,E,Vivienda individual,Existente,1970,67.96,HUESCA,HUESCA,EE
109.28,G,411.37,G,Vivienda individual,Existente,1978,90,HUESCA,HUESCA,GG
86.61,F,328.54,E,Vivienda individual,Existente,1968,43.2,HUESCA,HUESCA,FE
117.38,D,472.07,D,Local,Existente,2009,96.18,HUESCA,HUESCA,DD
65.7,E,324.78,E,Vivienda individual,Existente,1961,58.89,HUESCA,HUESCA,EE
165.08,G,668.03,G,Vivienda individual,Existente,1968,44.78,HUESCA,HUESCA,GG
122.62,G,483.54,G,Vivienda individual,Existente,1880,43,HUESCA,HUESCA,GG
106.49,G,410.83,G,Vivienda individual,Existente,1963,41.92,HUESCA,HUESCA,GG
88.5,D,355.89,D,Local,Existente,1984,32.46,HUESCA,HUESCA,DD
124.92,G,502.38,G,Vivienda individual,Existente,1963,118.47,HUESCA,HUESCA,GG
175.68,G,706.52,G,Vivienda individual,Existente,1935,80.75,HUESCA,HUESCA,GG
100.23,G,380.71,F,Vivienda individual,Existente,1888,118,HUESCA,HUESCA,GF
72.47,E,328.04,E,Vivienda individual,Existente,2001,81,HUESCA,HUESCA,EE
56.95,D,252.27,E,Edificio completo,Existente,2007,1533,HUESCA,HUESCA,DE
47.98,E,232.57,E,Vivienda individual,Existente,1968,48.9,HUESCA,HUESCA,EE
54.38,E,268.78,E,Vivienda individual,Existente,2005,46,HUESCA,HUESCA,EE
27.29,D,109.75,D,Vivienda individual,Existente,1962,50.92,HUESCA,HUESCA,DD
42.41,E,159.93,E,Local,Existente,1962,131,HUESCA,HUESCA,EE
43.62,E,211.96,E,Vivienda individual,Existente,1983,61.42,HUESCA,HUESCA,EE
58.11,E,281.35,E,Vivienda individual,Existente,1970,82.43,HUESCA,HUESCA,EE
59.19,E,291.5,E,Vivienda individual,Existente,2005,76.94,HUESCA,HUESCA,EE
9.43,B,609.34,G,Vivienda individual,Existente,1961,56.5,HUESCA,HUESCA,BG
42.59,E,206.06,E,Vivienda individual,Existente,2004,77.82,HUESCA,HUESCA,EE
34.85,D,187.03,D,Unifamiliar,Existente,1989,291,HUESCA,HUESCA,DD
33.17,E,156.65,E,Vivienda individual,Existente,2006,83,HUESCA,HUESCA,EE
52.55,E,256.74,E,Vivienda individual,Existente,1998,92,HUESCA,HUESCA,EE
60.06,E,296.87,E,Vivienda individual,Existente,2007,61.4,HUESCA,HUESCA,EE
84.07,G,321.41,D,Local,Existente,1985,41,HUESCA,HUESCA,GD
71.03,E,351.16,F,Vivienda individual,Existente,1969,66.37,HUESCA,HUESCA,EF
147.72,G,596.36,G,Vivienda individual,Existente,1956,43.31,HUESCA,HUESCA,GG
35.9,E,174.55,E,Vivienda individual,Existente,1987,83,HUESCA,HUESCA,EE
85.17,F,320.94,E,Vivienda individual,Existente,1979,100,HUESCA,HUESCA,FE
109.52,G,498.05,G,Vivienda individual,Existente,1985,76.8,HUESCA,HUESCA,GG
135.22,G,543,G,Unifamiliar,Existente,1888,78.12,HUESCA,HUESCA,GG
34,E,165,E,Vivienda individual,Existente,1997,52.23,HUESCA,HUESCA,EE
159.27,G,787.17,G,Vivienda individual,Existente,1970,61.63,HUESCA,HUESCA,GG
41.9,E,204.36,E,Vivienda individual,Existente,1982,77,HUESCA,HUESCA,EE
159.34,G,640.79,G,Vivienda individual,Existente,1888,52,HUESCA,HUESCA,GG
32.47,E,158.15,E,Vivienda individual,Existente,1988,87.42,HUESCA,HUESCA,EE
30.98,D,147.89,E,Vivienda individual,Existente,2004,65,HUESCA,HUESCA,DE
43.28,E,207.56,E,Vivienda individual,Existente,1965,55,HUESCA,HUESCA,EE
40.23,C,151.39,C,Local,Existente,1996,93.04,HUESCA,HUESCA,CC
112.79,G,557.17,G,Vivienda individual,Existente,1968,60.83,HUESCA,HUESCA,GG
42.49,E,160.98,E,Vivienda individual,Existente,1981,111.73,HUESCA,HUESCA,EE
70.63,E,347.61,F,Vivienda individual,Existente,1963,50,HUESCA,HUESCA,EF
36.85,E,139.22,D,Vivienda individual,Existente,1976,89.92,HUESCA,HUESCA,ED
40.47,E,198.93,E,Vivienda individual,Existente,1970,55,HUESCA,HUESCA,EE
49.87,E,240.67,E,Vivienda individual,Existente,1972,59,HUESCA,HUESCA,EE
57.19,E,229.99,E,Vivienda individual,Existente,1970,62,HUESCA,HUESCA,EE
36.81,E,143.66,E,Vivienda individual,Existente,1970,62,HUESCA,HUESCA,EE
155.95,D,658.3,D,Local,Existente,1995,617.31,HUESCA,HUESCA,DD
87.62,F,335.51,F,Vivienda individual,Existente,1987,83.91,HUESCA,HUESCA,FF
53.73,E,205.27,E,Vivienda individual,Existente,1980,83.6,HUESCA,HUESCA,EE
50.33,E,248.71,E,Vivienda individual,Existente,2000,69.26,HUESCA,HUESCA,EE
38.59,E,189.14,E,Vivienda individual,Existente,2002,58.21,HUESCA,HUESCA,EE
67.06,E,302.83,E,Vivienda individual,Existente,2008,48.35,HUESCA,HUESCA,EE
58.89,E,288.16,E,Vivienda individual,Existente,1954,132.96,HUESCA,HUESCA,EE
55.18,E,270.15,E,Vivienda individual,Existente,1968,52,HUESCA,HUESCA,EE
130,E,519.46,F,Local,Existente,2002,30.59,HUESCA,HUESCA,EF
46.53,E,221.92,E,Vivienda individual,Existente,1991,33.87,HUESCA,HUESCA,EE
75.49,E,369.81,F,Vivienda individual,Existente,1934,85.7,HUESCA,HUESCA,EF
74.35,E,364.81,F,Vivienda individual,Existente,1934,68.84,HUESCA,HUESCA,EF
61.31,E,300.67,E,Vivienda individual,Existente,2005,77.61,HUESCA,HUESCA,EE
37.85,E,185.76,E,Vivienda individual,Existente,1974,78.39,HUESCA,HUESCA,EE
37.88,E,184.9,E,Vivienda individual,Existente,1951,132.88,HUESCA,HUESCA,EE
38.76,E,186.48,E,Vivienda individual,Existente,1991,33.87,HUESCA,HUESCA,EE
37.64,E,170.68,E,Vivienda individual,Existente,2007,53,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
73.62,E,324.7,E,Bloque completo,Existente,1962,603.5,HUESCA,HUESCA,EE
35.66,E,171.37,E,Vivienda individual,Existente,2001,71.84,HUESCA,HUESCA,EE
78.38,E,315.2,E,Vivienda individual,Existente,2010,48,HUESCA,HUESCA,EE
64.04,E,316.57,E,Vivienda individual,Existente,2007,45.87,HUESCA,HUESCA,EE
50.89,E,249.75,E,Vivienda individual,Existente,1995,64,HUESCA,HUESCA,EE
90.94,F,364.09,F,Vivienda individual,Existente,1970,52.73,HUESCA,HUESCA,FF
116.02,G,471.75,G,Vivienda individual,Existente,1965,56.59,HUESCA,HUESCA,GG
30.09,D,146.1,E,Local,Existente,1999,80.6,HUESCA,HUESCA,DE
220.13,G,888.87,G,Unifamiliar,Existente,1888,61.7,HUESCA,HUESCA,GG
32.25,E,156.71,E,Bloque completo,Existente,2004,1303,HUESCA,HUESCA,EE
32.25,E,156.71,E,Bloque completo,Existente,2004,1303,HUESCA,HUESCA,EE
32.25,E,156.71,E,Bloque completo,Existente,2004,1303,HUESCA,HUESCA,EE
32.25,E,156.71,E,Bloque completo,Existente,2004,1303,HUESCA,HUESCA,EE
25.81,D,119.6,D,Vivienda individual,Existente,2002,80,HUESCA,HUESCA,DD
73.68,E,283.36,E,Vivienda individual,Existente,1969,72,HUESCA,HUESCA,EE
84.05,F,412.07,G,Vivienda individual,Existente,1970,77,HUESCA,HUESCA,FG
39.79,E,192.62,E,Vivienda individual,Existente,2005,60,HUESCA,HUESCA,EE
140.53,C,565.13,C,Edificio completo,Existente,2002,1982.64,HUESCA,HUESCA,CC
37.18,E,177.48,E,Vivienda individual,Existente,2005,66,HUESCA,HUESCA,EE
84.38,F,337.69,F,Vivienda individual,Existente,1960,65,HUESCA,HUESCA,FF
18.9,C,91.78,D,Vivienda individual,Existente,2008,44,HUESCA,HUESCA,CD
26.26,D,126.18,D,Vivienda individual,Existente,2005,71.21,HUESCA,HUESCA,DD
47.4,E,234.18,E,Vivienda individual,Existente,1965,59.78,HUESCA,HUESCA,EE
59.37,D,229.85,D,Local,Existente,1977,50.5,HUESCA,HUESCA,DD
46.27,E,222.25,E,Vivienda individual,Existente,2005,53.57,HUESCA,HUESCA,EE
85.72,F,344.71,F,Local,Existente,1980,76,HUESCA,HUESCA,FF
48.77,E,189.89,E,Vivienda individual,Existente,1970,60,HUESCA,HUESCA,EE
98.27,G,481.24,G,Vivienda individual,Existente,1963,50,HUESCA,HUESCA,GG
68.74,E,263.63,E,Vivienda individual,Existente,1968,135,HUESCA,HUESCA,EE
23.16,D,109.62,D,Vivienda individual,Existente,2007,47,HUESCA,HUESCA,DD
78.23,E,357.11,F,Bloque completo,Existente,1888,509,HUESCA,HUESCA,EF
78.23,E,357.11,F,Bloque completo,Existente,1888,509,HUESCA,HUESCA,EF
78.23,E,357.11,F,Bloque completo,Existente,1888,509,HUESCA,HUESCA,EF
78.23,E,357.11,F,Bloque completo,Existente,1888,509,HUESCA,HUESCA,EF
78.23,E,357.11,F,Bloque completo,Existente,1888,509,HUESCA,HUESCA,EF
45.97,E,207.28,E,Vivienda individual,Existente,1969,121.16,HUESCA,HUESCA,EE
56.02,D,214.81,D,Vivienda individual,Existente,2005,76.94,HUESCA,HUESCA,DD
116.38,F,468.04,F,Vivienda individual,Existente,1888,21.88,HUESCA,HUESCA,FF
99.94,C,432.37,C,Local,Existente,1968,637.75,HUESCA,HUESCA,CC
99.94,C,432.37,C,Local,Existente,1968,637.75,HUESCA,HUESCA,CC
55.49,E,270.93,E,Vivienda individual,Existente,1992,79.97,HUESCA,HUESCA,EE
30.36,E,140.53,E,Vivienda individual,Existente,1995,80,HUESCA,HUESCA,EE
29.82,D,146.39,E,Vivienda individual,Existente,1979,64,HUESCA,HUESCA,DE
42.7,E,200.95,E,Vivienda individual,Existente,1996,62.65,HUESCA,HUESCA,EE
35.83,E,170.21,E,Vivienda individual,Existente,2001,32,HUESCA,HUESCA,EE
30.27,D,146.89,E,Vivienda individual,Existente,1967,65.67,HUESCA,HUESCA,DE
55.1,E,591.51,G,Unifamiliar,Existente,2000,205,HUESCA,HUESCA,EG
37.44,E,183.11,E,Vivienda individual,Existente,2002,58,HUESCA,HUESCA,EE
108.43,G,414.72,G,Vivienda individual,Existente,1974,86.14,HUESCA,HUESCA,GG
37.99,E,184.94,E,Vivienda individual,Existente,1971,68.24,HUESCA,HUESCA,EE
56.38,E,285.41,E,Vivienda individual,Existente,2005,42.15,HUESCA,HUESCA,EE
31.09,D,147.46,E,Vivienda individual,Existente,2007,124.72,HUESCA,HUESCA,DE
34.4,E,131.78,D,Vivienda individual,Existente,1972,116.44,HUESCA,HUESCA,ED
83.89,F,350.72,F,Vivienda individual,Existente,1920,103,HUESCA,HUESCA,FF
80.46,F,313.33,E,Vivienda individual,Existente,1863,42,HUESCA,HUESCA,FE
53.99,E,206.89,E,Vivienda individual,Existente,1863,42,HUESCA,HUESCA,EE
36.35,E,174.74,E,Vivienda individual,Existente,2003,45.39,HUESCA,HUESCA,EE
126.94,G,510.51,G,Vivienda individual,Existente,2010,81.5,HUESCA,HUESCA,GG
143.04,F,564.33,F,Edificio completo,Existente,1960,407.15,HUESCA,HUESCA,FF
143.04,F,564.33,F,Edificio completo,Existente,1960,407.15,HUESCA,HUESCA,FF
143.04,F,564.33,F,Edificio completo,Existente,1960,407.15,HUESCA,HUESCA,FF
143.04,F,564.33,F,Edificio completo,Existente,1960,407.15,HUESCA,HUESCA,FF
40.2,E,192.01,E,Vivienda individual,Existente,1993,64.31,HUESCA,HUESCA,EE
36.49,E,177.23,E,Vivienda individual,Existente,2005,70.95,HUESCA,HUESCA,EE
91.85,C,400.85,D,Edificio completo,Existente,2003,4232.92,HUESCA,HUESCA,CD
34.86,E,170.77,E,Vivienda individual,Existente,2010,50,HUESCA,HUESCA,EE
90.85,D,361.03,D,Local,Existente,1987,104,HUESCA,HUESCA,DD
42.25,E,184.13,E,Vivienda individual,Existente,1994,83.68,HUESCA,HUESCA,EE
66.84,D,266.61,E,Local,Existente,1888,46.42,HUESCA,HUESCA,DE
56.37,E,277.51,E,Vivienda individual,Existente,1961,60.56,HUESCA,HUESCA,EE
38.64,E,184.74,E,Vivienda individual,Existente,1995,82.27,HUESCA,HUESCA,EE
24.96,D,116.99,D,Vivienda individual,Existente,2005,70,HUESCA,HUESCA,DD
86.95,F,430.02,G,Vivienda individual,Existente,1971,56.36,HUESCA,HUESCA,FG
39.1,E,188.37,E,Vivienda individual,Existente,2007,72.1,HUESCA,HUESCA,EE
65.37,E,255.15,E,Vivienda individual,Existente,1970,46.24,HUESCA,HUESCA,EE
130.93,G,497.02,G,Vivienda individual,Existente,1888,57.57,HUESCA,HUESCA,GG
17.87,C,84.58,C,Vivienda individual,Existente,2009,58.5,HUESCA,HUESCA,CC
44.86,E,219.38,E,Vivienda individual,Existente,1992,97.04,HUESCA,HUESCA,EE
68.67,E,339.52,F,Vivienda individual,Existente,1975,79.46,HUESCA,HUESCA,EF
34.36,E,168.6,E,Vivienda individual,Existente,1976,88,HUESCA,HUESCA,EE
27.59,D,134.45,D,Vivienda individual,Existente,2003,61,HUESCA,HUESCA,DD
57.81,E,285.09,E,Vivienda individual,Existente,2008,39,HUESCA,HUESCA,EE
89.69,F,438.12,G,Vivienda individual,Existente,2001,63,HUESCA,HUESCA,FG
76.15,E,374.41,F,Vivienda individual,Existente,1992,48.88,HUESCA,HUESCA,EF
70.03,E,338.56,F,Vivienda individual,Existente,2004,57.15,HUESCA,HUESCA,EF
49.78,F,200.18,G,Vivienda individual,Existente,1888,87.24,HUESCA,HUESCA,FG
35.65,E,167.12,E,Vivienda individual,Existente,2008,57.36,HUESCA,HUESCA,EE
41.21,E,159.64,E,Vivienda individual,Existente,1941,88.88,HUESCA,HUESCA,EE
165.53,F,663.95,E,Local,Existente,1998,97,HUESCA,HUESCA,FE
86.17,F,425.11,G,Vivienda individual,Existente,1964,75,HUESCA,HUESCA,FG
98.54,G,370.96,F,Vivienda individual,Existente,1974,89,HUESCA,HUESCA,GF
54.19,C,217.91,C,Local,Existente,1950,80,HUESCA,HUESCA,CC
29.51,D,139.99,E,Vivienda individual,Existente,2006,36.86,HUESCA,HUESCA,DE
34.95,E,131.64,E,Vivienda individual,Existente,1975,100.42,HUESCA,HUESCA,EE
31.22,E,151.07,E,Vivienda individual,Existente,1987,96,HUESCA,HUESCA,EE
58.48,E,289.03,E,Vivienda individual,Existente,1900,54.96,HUESCA,HUESCA,EE
80.47,F,392.75,G,Vivienda individual,Existente,1969,103,HUESCA,HUESCA,FG
44.12,E,215.19,E,Vivienda individual,Existente,2004,83.03,HUESCA,HUESCA,EE
133.12,G,508.92,G,Vivienda individual,Existente,1970,53.07,HUESCA,HUESCA,GG
51.3,E,252.26,E,Vivienda individual,Existente,1970,57.82,HUESCA,HUESCA,EE
96.02,G,369.55,F,Vivienda individual,Existente,1968,49.2,HUESCA,HUESCA,GF
87.04,F,429.36,G,Vivienda individual,Existente,1970,73,HUESCA,HUESCA,FG
50.07,E,188.55,E,Vivienda individual,Existente,1969,114,HUESCA,HUESCA,EE
75.42,D,303.29,E,Local,Existente,1990,55.67,HUESCA,HUESCA,DE
30.93,D,149.71,E,Vivienda individual,Existente,2005,58.65,HUESCA,HUESCA,DE
82.16,E,406.14,E,Unifamiliar,Existente,2000,133.12,HUESCA,HUESCA,EE
66.69,E,324.32,E,Vivienda individual,Existente,1996,70.03,HUESCA,HUESCA,EE
69.61,E,262.53,E,Vivienda individual,Existente,1979,81.54,HUESCA,HUESCA,EE
135.15,D,542.75,D,Local,Existente,1888,157.6,HUESCA,HUESCA,DD
34.93,E,168.83,E,Vivienda individual,Existente,1998,64.91,HUESCA,HUESCA,EE
64.51,E,316.45,E,Vivienda individual,Existente,1964,46.59,HUESCA,HUESCA,EE
82.41,F,407.53,G,Vivienda individual,Existente,1888,35,HUESCA,HUESCA,FG
57.59,E,284.62,E,Vivienda individual,Existente,2005,39.79,HUESCA,HUESCA,EE
55.56,E,211.61,E,Local,Existente,1992,201,HUESCA,HUESCA,EE
51.57,E,194.74,E,Vivienda individual,Existente,1978,95,HUESCA,HUESCA,EE
49.16,E,229.92,E,Vivienda individual,Existente,1981,74.83,HUESCA,HUESCA,EE
39.01,E,148.16,E,Vivienda individual,Existente,1973,75.26,HUESCA,HUESCA,EE
28.48,D,137.37,D,Vivienda individual,Existente,2010,62.42,HUESCA,HUESCA,DD
56.34,E,277.72,E,Vivienda individual,Existente,1998,84.44,HUESCA,HUESCA,EE
35.31,E,155.2,E,Vivienda individual,Existente,1976,119,HUESCA,HUESCA,EE
122.5,G,475.18,G,Vivienda individual,Existente,1956,42.89,HUESCA,HUESCA,GG
72.67,E,359.29,F,Vivienda individual,Existente,1965,89,HUESCA,HUESCA,EF
71,E,271,E,Vivienda individual,Existente,1970,103,HUESCA,HUESCA,EE
55,E,271,E,Vivienda individual,Existente,1970,68,HUESCA,HUESCA,EE
100.03,G,493.5,G,Vivienda individual,Existente,1982,83.98,HUESCA,HUESCA,GG
33.61,E,164.15,E,Vivienda individual,Existente,1888,44.51,HUESCA,HUESCA,EE
51.11,E,252.57,E,Vivienda individual,Existente,1963,97.82,HUESCA,HUESCA,EE
27.23,D,131.89,D,Vivienda individual,Existente,2003,38.64,HUESCA,HUESCA,DD
35.33,E,164.57,E,Vivienda individual,Existente,2004,80,HUESCA,HUESCA,EE
48.11,E,235.37,E,Vivienda individual,Existente,1970,65.2,HUESCA,HUESCA,EE
105.6,E,424.68,E,Local,Existente,1910,15,HUESCA,HUESCA,EE
73.9,E,364.07,F,Vivienda individual,Existente,1972,74,HUESCA,HUESCA,EF
71.3,F,339,G,Bloque completo,Existente,1910,717,HUESCA,HUESCA,FG
102.3,G,484.6,G,Vivienda individual,Existente,2008,51.07,HUESCA,HUESCA,GG
39.84,E,193.81,E,Vivienda individual,Existente,2005,130.21,HUESCA,HUESCA,EE
25.49,D,120.66,D,Vivienda individual,Existente,1990,106.9,HUESCA,HUESCA,DD
72.5,E,354.33,F,Vivienda individual,Existente,2010,53.58,HUESCA,HUESCA,EF
33.2,E,133.5,D,Vivienda individual,Existente,2008,52.74,HUESCA,HUESCA,ED
29.21,D,136.18,D,Vivienda individual,Existente,2005,50,HUESCA,HUESCA,DD
84.14,F,414.8,G,Vivienda individual,Existente,1969,56.55,HUESCA,HUESCA,FG
79.69,D,327,D,Edificio completo,Existente,2007,1588.73,HUESCA,HUESCA,DD
54.59,E,206.66,E,Vivienda individual,Existente,1968,147,HUESCA,HUESCA,EE
57.62,E,282.91,E,Vivienda individual,Existente,1964,154,HUESCA,HUESCA,EE
86.53,D,347.97,D,Local,Existente,2006,196.6,HUESCA,HUESCA,DD
23.97,D,113.67,D,Vivienda individual,Existente,2001,84,HUESCA,HUESCA,DD
121.73,G,483.38,F,Edificio completo,Existente,1955,410,HUESCA,HUESCA,GF
76.94,G,378.59,G,Vivienda individual,Existente,1940,54,HUESCA,HUESCA,GG
